pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
1831073,1528088536.256169,e,tcp,192.168.100.150,52004,192.168.100.3,80,10,1623,RST,1528088550.287611,977,14.031442,0.664621,0.939846,,,1.993863,0.0,1.993764,,,,,6,4,857,766,0.641417,0.356343,0.249218,1,DoS,HTTP
1831074,1528088536.256517,e,tcp,192.168.100.150,52006,192.168.100.3,80,10,1651,RST,1528088550.287625,978,14.031108,0.664628,0.939853,,,1.993885,0.0,1.993781,,,,,6,4,885,766,0.641432,0.356351,0.249225,1,DoS,HTTP
1831075,1528088536.256812,e,tcp,192.168.100.150,52008,192.168.100.3,80,10,1560,RST,1528088550.287645,979,14.030833,0.664633,0.939865,,,1.993898,0.0,1.993802,,,,,6,4,794,766,0.641444,0.356358,0.249231,1,DoS,HTTP
1831076,1528088536.257048,e,tcp,192.168.100.150,52010,192.168.100.3,80,10,1544,RST,1528088550.28767,980,14.030622,0.664644,0.939873,,,1.993931,0.0,1.993825,,,,,6,4,778,766,0.641454,0.356363,0.249236,1,DoS,HTTP
1831077,1528088536.257319,e,tcp,192.168.100.150,52012,192.168.100.3,80,10,1558,RST,1528088550.287689,981,14.03037,0.664664,0.939904,,,1.993991,0.0,1.993889,,,,,6,4,792,766,0.641466,0.35637,0.249242,1,DoS,HTTP
1831078,1528088536.25759,e,tcp,192.168.100.150,52014,192.168.100.3,80,10,1577,RST,1528088550.287708,982,14.030118,0.664671,0.939911,,,1.994014,0.0,1.993906,,,,,6,4,811,766,0.641477,0.356376,0.249248,1,DoS,HTTP
1831079,1528088536.257872,e,tcp,192.168.100.150,52016,192.168.100.3,80,10,1547,RST,1528088550.28774,983,14.029868,0.664679,0.939927,,,1.994036,0.0,1.993936,,,,,6,4,781,766,0.641489,0.356383,0.249254,1,DoS,HTTP
1831080,1528088536.25811,e,tcp,192.168.100.150,52018,192.168.100.3,80,10,1550,RST,1528088550.28776,984,14.02965,0.664688,0.939938,,,1.994064,0.0,1.993961,,,,,6,4,784,766,0.641499,0.356388,0.249259,1,DoS,HTTP
1831081,1528088536.258354,e,tcp,192.168.100.150,52020,192.168.100.3,80,10,1536,RST,1528088550.287778,985,14.029424,0.664692,0.939946,,,1.994076,0.0,1.993976,,,,,6,4,770,766,0.641509,0.356394,0.249264,1,DoS,HTTP
1831082,1528088536.258656,e,tcp,192.168.100.150,52022,192.168.100.3,80,10,1622,RST,1528088550.287797,986,14.029141,0.664698,0.939956,,,1.994095,0.0,1.993997,,,,,6,4,856,766,0.641522,0.356401,0.24927,1,DoS,HTTP
1831083,1528088536.259031,e,tcp,192.168.100.150,52024,192.168.100.3,80,10,1565,RST,1528088550.287816,987,14.028785,0.664719,0.939957,,,1.994156,0.0,1.994018,,,,,6,4,799,766,0.641538,0.35641,0.249278,1,DoS,HTTP
1831084,1528088536.259451,e,tcp,192.168.100.150,52026,192.168.100.3,80,10,1704,RST,1528088550.287835,988,14.028384,0.664698,0.939951,,,1.994094,0.0,1.993989,,,,,6,4,938,766,0.641556,0.35642,0.249285,1,DoS,HTTP
1831085,1528088536.259735,e,tcp,192.168.100.150,52028,192.168.100.3,80,10,1553,RST,1528088550.287855,989,14.02812,0.664702,0.939965,,,1.994105,0.0,1.994013,,,,,6,4,787,766,0.641568,0.356427,0.249291,1,DoS,HTTP
1831086,1528088536.260165,e,tcp,192.168.100.150,52030,192.168.100.3,80,10,1735,RST,1528088550.287874,990,14.027709,0.66472,0.939992,,,1.99416,0.0,1.994069,,,,,6,4,969,766,0.641587,0.356437,0.249301,1,DoS,HTTP
1831087,1528088536.260527,e,tcp,192.168.100.150,52032,192.168.100.3,80,10,1665,RST,1528088550.287893,991,14.027366,0.664727,0.940001,,,1.994182,0.0,1.99409,,,,,6,4,899,766,0.641603,0.356446,0.249309,1,DoS,HTTP
1831088,1528088536.260816,e,tcp,192.168.100.150,52034,192.168.100.3,80,10,1566,RST,1528088550.287913,992,14.027097,0.664735,0.940013,,,1.994205,0.0,1.994114,,,,,6,4,800,766,0.641615,0.356453,0.249315,1,DoS,HTTP
1831089,1528088536.261179,e,tcp,192.168.100.150,52036,192.168.100.3,80,10,1682,RST,1528088550.287932,993,14.026753,0.663431,0.938168,,,1.990292,0.0,1.9902,,,,,6,4,916,766,0.641631,0.356462,0.249241,1,DoS,HTTP
1831090,1528088536.261573,e,tcp,192.168.100.150,52038,192.168.100.3,80,10,1691,RST,1528088550.287951,994,14.026378,0.663447,0.938184,,,1.990341,0.0,1.99024,,,,,6,4,925,766,0.641648,0.356471,0.249249,1,DoS,HTTP
1831091,1528088536.261818,e,tcp,192.168.100.150,52040,192.168.100.3,80,10,1462,RST,1528088550.28797,995,14.026152,0.66345,0.938195,,,1.99035,0.0,1.990258,,,,,6,4,696,766,0.641659,0.356477,0.249254,1,DoS,HTTP
1831092,1528088536.262201,e,tcp,192.168.100.150,52042,192.168.100.3,80,10,1639,RST,1528088550.287992,996,14.025791,0.663474,0.93822,,,1.990422,0.0,1.990318,,,,,6,4,873,766,0.641675,0.356486,0.249263,1,DoS,HTTP
1831093,1528088536.262482,e,tcp,192.168.100.150,52044,192.168.100.3,80,10,1562,RST,1528088550.288008,997,14.025526,0.663462,0.938215,,,1.990386,0.0,1.990298,,,,,6,4,796,766,0.641687,0.356493,0.249268,1,DoS,HTTP
1831094,1528088536.262726,e,tcp,192.168.100.150,52046,192.168.100.3,80,10,1512,RST,1528088550.288029,998,14.025303,0.663467,0.938223,,,1.990401,0.0,1.990314,,,,,6,4,746,766,0.641697,0.356499,0.249273,1,DoS,HTTP
1831095,1528088536.263005,e,tcp,192.168.100.150,52048,192.168.100.3,80,10,1590,RST,1528088550.288048,999,14.025043,0.662122,0.936318,,,1.986366,0.0,1.986276,,,,,6,4,824,766,0.641709,0.356505,0.249195,1,DoS,HTTP
1831096,1528088536.263254,e,tcp,192.168.100.150,52050,192.168.100.3,80,10,1548,RST,1528088550.288065,1000,14.024811,0.662133,0.936326,,,1.986398,0.0,1.986298,,,,,6,4,782,766,0.64172,0.356511,0.2492,1,DoS,HTTP
1831097,1528088536.263608,e,tcp,192.168.100.150,52052,192.168.100.3,80,10,1608,RST,1528088550.288083,1001,14.024475,0.662153,0.936351,,,1.986458,0.0,1.986353,,,,,6,4,842,766,0.641735,0.35652,0.249208,1,DoS,HTTP
1831098,1528088536.263894,e,tcp,192.168.100.150,52054,192.168.100.3,80,10,1586,RST,1528088550.288112,1002,14.024218,0.662157,0.93637,,,1.986472,0.0,1.986385,,,,,6,4,820,766,0.641747,0.356526,0.249214,1,DoS,HTTP
1831099,1528088536.264205,e,tcp,192.168.100.150,52056,192.168.100.3,80,10,1612,RST,1528088550.288131,1003,14.023926,0.662169,0.936379,,,1.986508,0.0,1.986409,,,,,6,4,846,766,0.64176,0.356534,0.249221,1,DoS,HTTP
1831100,1528088536.2646,e,tcp,192.168.100.150,52058,192.168.100.3,80,10,1699,RST,1528088550.288149,1004,14.023549,0.662172,0.936385,,,1.986515,0.0,1.98642,,,,,6,4,933,766,0.641778,0.356543,0.249229,1,DoS,HTTP
1831101,1528088536.264915,e,tcp,192.168.100.150,52060,192.168.100.3,80,10,1651,RST,1528088550.288169,1005,14.023254,0.662212,0.936411,,,1.986636,0.0,1.986497,,,,,6,4,885,766,0.641791,0.356551,0.249237,1,DoS,HTTP
1831102,1528088536.265175,e,tcp,192.168.100.150,52062,192.168.100.3,80,10,1481,RST,1528088550.288188,1006,14.023013,0.662169,0.936385,,,1.986508,0.0,1.986417,,,,,6,4,715,766,0.641802,0.356557,0.24924,1,DoS,HTTP
1831103,1528088536.265469,e,tcp,192.168.100.150,52064,192.168.100.3,80,10,1597,RST,1528088550.288208,1007,14.022739,0.662177,0.936391,,,1.986532,0.0,1.986434,,,,,6,4,831,766,0.641815,0.356564,0.249246,1,DoS,HTTP
1831104,1528088536.265834,e,tcp,192.168.100.150,52066,192.168.100.3,80,10,1744,RST,1528088550.288226,1008,14.022392,0.662201,0.936422,,,1.986602,0.0,1.986501,,,,,6,4,978,766,0.641831,0.356573,0.249255,1,DoS,HTTP
1828322,1529380744.487189,e,tcp,192.168.100.3,54766,192.168.100.149,4433,2,134,RST,1529380744.487299,8,0.00011,0.00011,0.0,,,0.00011,0.00011,0.00011,,,,,1,1,74,60,9090.90918,0.0,0.0,1,Theft,Keylogging
1828323,1529380745.13709,e,tcp,192.168.100.3,42954,192.168.100.150,4433,2,134,RST,1529380745.137202,9,0.000112,0.000112,0.0,,,0.000112,0.000112,0.000112,,,,,1,1,74,60,8928.571289,0.0,0.0,1,Theft,Keylogging
1828324,1529380746.487173,e,tcp,192.168.100.3,54768,192.168.100.149,4433,2,134,RST,1529380746.487282,12,0.000109,0.000109,0.0,,,0.000109,0.000109,0.000109,,,,,1,1,74,60,9174.311523,0.0,0.0,1,Theft,Keylogging
1828325,1529380747.135779,e,tcp,192.168.100.3,42956,192.168.100.150,4433,2,134,RST,1529380747.135939,13,0.00016,0.00016,0.0,,,0.00016,0.00016,0.00016,,,,,1,1,74,60,6250.0,0.0,0.0,1,Theft,Keylogging
1828326,1529380748.487219,e,tcp,192.168.100.3,54770,192.168.100.149,4433,2,134,RST,1529380748.487355,14,0.000136,0.000136,0.0,,,0.000136,0.000136,0.000136,,,,,1,1,74,60,7352.940918,0.0,0.0,1,Theft,Keylogging
1828327,1529380749.136634,e,tcp,192.168.100.3,42958,192.168.100.150,4433,2,134,RST,1529380749.136777,15,0.000143,0.000143,0.0,,,0.000143,0.000143,0.000143,,,,,1,1,74,60,6993.007324,0.0,0.0,1,Theft,Keylogging
1828328,1529380750.151759,e,arp,192.168.100.3,,192.168.100.150,,6,360,CON,1529381600.15447,16,850.002686,0.000139,7.9e-05,,,0.000417,5.1e-05,0.000243,,,,,3,3,180,180,0.005882,0.002353,0.002353,1,Theft,Keylogging
1828329,1529380750.487271,e,tcp,192.168.100.3,54772,192.168.100.149,4433,2,134,RST,1529380750.487384,17,0.000113,0.000113,0.0,,,0.000113,0.000113,0.000113,,,,,1,1,74,60,8849.557617,0.0,0.0,1,Theft,Keylogging
1828330,1529380751.137107,e,tcp,192.168.100.3,42960,192.168.100.150,4433,2,134,RST,1529380751.137262,18,0.000155,0.000155,0.0,,,0.000155,0.000155,0.000155,,,,,1,1,74,60,6451.612793,0.0,0.0,1,Theft,Keylogging
1828331,1529380752.487197,e,tcp,192.168.100.3,54774,192.168.100.149,4433,2,134,RST,1529380752.487342,20,0.000145,0.000145,0.0,,,0.000145,0.000145,0.000145,,,,,1,1,74,60,6896.551758,0.0,0.0,1,Theft,Keylogging
1828332,1529380753.137094,e,tcp,192.168.100.3,42962,192.168.100.150,4433,2,134,RST,1529380753.137192,21,9.8e-05,9.8e-05,0.0,,,9.8e-05,9.8e-05,9.8e-05,,,,,1,1,74,60,10204.082031,0.0,0.0,1,Theft,Keylogging
1828333,1529380754.487238,e,tcp,192.168.100.3,54776,192.168.100.149,4433,2,134,RST,1529380754.487358,22,0.00012,0.00012,0.0,,,0.00012,0.00012,0.00012,,,,,1,1,74,60,8333.333984,0.0,0.0,1,Theft,Keylogging
1828334,1529380755.137069,e,tcp,192.168.100.3,42964,192.168.100.150,4433,2,134,RST,1529380755.137212,23,0.000143,0.000143,0.0,,,0.000143,0.000143,0.000143,,,,,1,1,74,60,6993.007324,0.0,0.0,1,Theft,Keylogging
1828335,1529380756.487154,e,tcp,192.168.100.3,54778,192.168.100.149,4433,2,134,RST,1529380756.487331,24,0.000177,0.000177,0.0,,,0.000177,0.000177,0.000177,,,,,1,1,74,60,5649.717773,0.0,0.0,1,Theft,Keylogging
1828336,1529380757.135802,e,tcp,192.168.100.3,42966,192.168.100.150,4433,2,134,RST,1529380757.135961,25,0.000159,0.000159,0.0,,,0.000159,0.000159,0.000159,,,,,1,1,74,60,6289.308105,0.0,0.0,1,Theft,Keylogging
1828337,1529380758.487191,e,tcp,192.168.100.3,54780,192.168.100.149,4433,2,134,RST,1529380758.487336,26,0.000145,0.000145,0.0,,,0.000145,0.000145,0.000145,,,,,1,1,74,60,6896.551758,0.0,0.0,1,Theft,Keylogging
1828338,1529380759.136585,e,tcp,192.168.100.3,42968,192.168.100.150,4433,2,134,RST,1529380759.136784,27,0.000199,0.000199,0.0,,,0.000199,0.000199,0.000199,,,,,1,1,74,60,5025.125488,0.0,0.0,1,Theft,Keylogging
1828339,1529380760.487122,e,tcp,192.168.100.3,54782,192.168.100.149,4433,2,134,RST,1529380760.487318,28,0.000196,0.000196,0.0,,,0.000196,0.000196,0.000196,,,,,1,1,74,60,5102.041016,0.0,0.0,1,Theft,Keylogging
1828340,1529380761.137103,e,tcp,192.168.100.3,42970,192.168.100.150,4433,2,134,RST,1529380761.137275,29,0.000172,0.000172,0.0,,,0.000172,0.000172,0.000172,,,,,1,1,74,60,5813.953613,0.0,0.0,1,Theft,Keylogging
1828341,1529380762.167297,e,arp,192.168.100.150,,192.168.100.3,,22,1320,CON,1529381808.186361,31,1046.019043,4.7e-05,2.8e-05,,,0.000518,2e-06,0.000108,,,,,11,11,660,660,0.020076,0.00956,0.00956,1,Theft,Keylogging
1828342,1529380762.487173,e,tcp,192.168.100.3,54784,192.168.100.149,4433,2,134,RST,1529380762.487339,32,0.000166,0.000166,0.0,,,0.000166,0.000166,0.000166,,,,,1,1,74,60,6024.09668,0.0,0.0,1,Theft,Keylogging
1828343,1529380763.137039,e,tcp,192.168.100.3,42972,192.168.100.150,4433,2,134,RST,1529380763.137153,33,0.000114,0.000114,0.0,,,0.000114,0.000114,0.000114,,,,,1,1,74,60,8771.929688,0.0,0.0,1,Theft,Keylogging
1828344,1529380764.487109,e,tcp,192.168.100.3,54786,192.168.100.149,4433,2,134,RST,1529380764.487278,34,0.000169,0.000169,0.0,,,0.000169,0.000169,0.000169,,,,,1,1,74,60,5917.159668,0.0,0.0,1,Theft,Keylogging
1828345,1529380765.136839,e,tcp,192.168.100.3,42974,192.168.100.150,4433,2,134,RST,1529380765.137024,35,0.000185,0.000185,0.0,,,0.000185,0.000185,0.000185,,,,,1,1,74,60,5405.405273,0.0,0.0,1,Theft,Keylogging
1828346,1529380766.487484,e,tcp,192.168.100.3,54788,192.168.100.149,4433,2,134,RST,1529380766.487614,36,0.00013,0.00013,0.0,,,0.00013,0.00013,0.00013,,,,,1,1,74,60,7692.307617,0.0,0.0,1,Theft,Keylogging
1828347,1529380767.136454,e,tcp,192.168.100.3,42976,192.168.100.150,4433,2,134,RST,1529380767.136604,37,0.00015,0.00015,0.0,,,0.00015,0.00015,0.00015,,,,,1,1,74,60,6666.666504,0.0,0.0,1,Theft,Keylogging
1828348,1529380768.487434,e,tcp,192.168.100.3,54790,192.168.100.149,4433,2,134,RST,1529380768.487549,38,0.000115,0.000115,0.0,,,0.000115,0.000115,0.000115,,,,,1,1,74,60,8695.652344,0.0,0.0,1,Theft,Keylogging
1828349,1529380769.13409,e,tcp,192.168.100.3,42978,192.168.100.150,4433,2,134,RST,1529380769.134234,39,0.000144,0.000144,0.0,,,0.000144,0.000144,0.000144,,,,,1,1,74,60,6944.444336,0.0,0.0,1,Theft,Keylogging
1828350,1529380770.135811,e,tcp,192.168.100.3,42979,192.168.100.150,4433,2,134,RST,1529380770.136009,40,0.000198,0.000198,0.0,,,0.000198,0.000198,0.000198,,,,,1,1,74,60,5050.505371,0.0,0.0,1,Theft,Keylogging
1828351,1529380770.487491,e,tcp,192.168.100.3,54793,192.168.100.149,4433,2,134,RST,1529380770.487621,41,0.00013,0.00013,0.0,,,0.00013,0.00013,0.00013,,,,,1,1,74,60,7692.307617,0.0,0.0,1,Theft,Keylogging
1828352,1529380772.136355,e,tcp,192.168.100.3,42981,192.168.100.150,4433,2,134,RST,1529380772.136474,42,0.000119,0.000119,0.0,,,0.000119,0.000119,0.000119,,,,,1,1,74,60,8403.361328,0.0,0.0,1,Theft,Keylogging
1828353,1529380772.486412,e,tcp,192.168.100.3,54795,192.168.100.149,4433,2,134,RST,1529380772.48659,43,0.000178,0.000178,0.0,,,0.000178,0.000178,0.000178,,,,,1,1,74,60,5617.977539,0.0,0.0,1,Theft,Keylogging
1828354,1529380774.13641,e,tcp,192.168.100.3,42983,192.168.100.150,4433,2,134,RST,1529380774.136566,44,0.000156,0.000156,0.0,,,0.000156,0.000156,0.000156,,,,,1,1,74,60,6410.256836,0.0,0.0,1,Theft,Keylogging
1828355,1529380774.487043,e,tcp,192.168.100.3,54797,192.168.100.149,4433,2,134,RST,1529380774.487194,45,0.000151,0.000151,0.0,,,0.000151,0.000151,0.000151,,,,,1,1,74,60,6622.516602,0.0,0.0,1,Theft,Keylogging
1828356,1529380776.137154,e,tcp,192.168.100.3,42985,192.168.100.150,4433,2,134,RST,1529380776.137372,47,0.000218,0.000218,0.0,,,0.000218,0.000218,0.000218,,,,,1,1,74,60,4587.155762,0.0,0.0,1,Theft,Keylogging
1828357,1529380776.486884,e,tcp,192.168.100.3,54799,192.168.100.149,4433,2,134,RST,1529380776.487102,48,0.000218,0.000218,0.0,,,0.000218,0.000218,0.000218,,,,,1,1,74,60,4587.155762,0.0,0.0,1,Theft,Keylogging
1828358,1529380778.137228,e,tcp,192.168.100.3,42987,192.168.100.150,4433,2,134,RST,1529380778.137433,49,0.000205,0.000205,0.0,,,0.000205,0.000205,0.000205,,,,,1,1,74,60,4878.048828,0.0,0.0,1,Theft,Keylogging
1828359,1529380778.487401,e,tcp,192.168.100.3,54801,192.168.100.149,4433,2,134,RST,1529380778.487565,50,0.000164,0.000164,0.0,,,0.000164,0.000164,0.000164,,,,,1,1,74,60,6097.561035,0.0,0.0,1,Theft,Keylogging
1828360,1529380780.135834,e,tcp,192.168.100.3,42989,192.168.100.150,4433,2,134,RST,1529380780.136045,51,0.000211,0.000211,0.0,,,0.000211,0.000211,0.000211,,,,,1,1,74,60,4739.336426,0.0,0.0,1,Theft,Keylogging
1828361,1529380780.487117,e,tcp,192.168.100.3,54803,192.168.100.149,4433,2,134,RST,1529380780.487253,52,0.000136,0.000136,0.0,,,0.000136,0.000136,0.000136,,,,,1,1,74,60,7352.940918,0.0,0.0,1,Theft,Keylogging
1828362,1529380782.137102,e,tcp,192.168.100.3,42991,192.168.100.150,4433,2,134,RST,1529380782.137231,53,0.000129,0.000129,0.0,,,0.000129,0.000129,0.000129,,,,,1,1,74,60,7751.938477,0.0,0.0,1,Theft,Keylogging
1828363,1529380782.486886,e,tcp,192.168.100.3,54805,192.168.100.149,4433,2,134,RST,1529380782.487019,54,0.000133,0.000133,0.0,,,0.000133,0.000133,0.000133,,,,,1,1,74,60,7518.797363,0.0,0.0,1,Theft,Keylogging
1828364,1529380784.136824,e,tcp,192.168.100.3,42993,192.168.100.150,4433,2,134,RST,1529380784.136969,55,0.000145,0.000145,0.0,,,0.000145,0.000145,0.000145,,,,,1,1,74,60,6896.551758,0.0,0.0,1,Theft,Keylogging
1828365,1529380784.486746,e,tcp,192.168.100.3,54807,192.168.100.149,4433,2,134,RST,1529380784.486894,56,0.000148,0.000148,0.0,,,0.000148,0.000148,0.000148,,,,,1,1,74,60,6756.756348,0.0,0.0,1,Theft,Keylogging
1828366,1529380786.136644,e,tcp,192.168.100.3,42995,192.168.100.150,4433,2,134,RST,1529380786.136791,57,0.000147,0.000147,0.0,,,0.000147,0.000147,0.000147,,,,,1,1,74,60,6802.721191,0.0,0.0,1,Theft,Keylogging
1828367,1529380786.487258,e,tcp,192.168.100.3,54809,192.168.100.149,4433,2,134,RST,1529380786.487405,58,0.000147,0.000147,0.0,,,0.000147,0.000147,0.000147,,,,,1,1,74,60,6802.721191,0.0,0.0,1,Theft,Keylogging
1828368,1529380786.858806,e,tcp,192.168.100.150,35028,192.168.100.3,22,29,5164,FIN,1529380791.297591,59,4.438785,4.438785,0.0,,,4.438785,4.438785,4.438785,,,,,13,16,1640,3524,6.308033,2.703442,3.379303,1,Theft,Keylogging
1828369,1529380788.137343,e,tcp,192.168.100.3,42997,192.168.100.150,4433,2,134,RST,1529380788.13748,60,0.000137,0.000137,0.0,,,0.000137,0.000137,0.000137,,,,,1,1,74,60,7299.270508,0.0,0.0,1,Theft,Keylogging
1828370,1529380788.487116,e,tcp,192.168.100.3,54811,192.168.100.149,4433,2,134,RST,1529380788.487257,61,0.000141,0.000141,0.0,,,0.000141,0.000141,0.000141,,,,,1,1,74,60,7092.19873,0.0,0.0,1,Theft,Keylogging
1828371,1529380790.135774,e,tcp,192.168.100.3,42999,192.168.100.150,4433,2,134,RST,1529380790.13586,62,8.6e-05,8.6e-05,0.0,,,8.6e-05,8.6e-05,8.6e-05,,,,,1,1,74,60,11627.907227,0.0,0.0,1,Theft,Keylogging
1828372,1529380790.391657,e s,tcp,192.168.100.150,35030,192.168.100.3,22,32,5538,FIN,1529380793.821397,63,3.42974,3.42974,0.0,,,3.42974,3.42974,3.42974,,,,,15,17,1868,3670,9.038587,4.081942,4.665077,1,Theft,Keylogging
1828373,1529380790.391665,e,tcp,192.168.100.150,35032,192.168.100.3,22,31,5472,FIN,1529380793.818084,64,3.426419,3.426419,0.0,,,3.426419,3.426419,3.426419,,,,,14,17,1802,3670,8.755497,3.794049,4.669598,1,Theft,Keylogging
1828374,1529380790.391758,e,tcp,192.168.100.150,35034,192.168.100.3,22,31,5472,FIN,1529380793.828501,65,3.436743,3.436743,0.0,,,3.436743,3.436743,3.436743,,,,,14,17,1802,3670,8.729195,3.782651,4.655571,1,Theft,Keylogging
1828375,1529380790.391777,e,tcp,192.168.100.150,35038,192.168.100.3,22,32,5538,FIN,1529380793.829284,66,3.437507,3.437507,0.0,,,3.437507,3.437507,3.437507,,,,,15,17,1868,3670,9.018164,4.072719,4.654536,1,Theft,Keylogging
1828376,1529380790.39178,e,tcp,192.168.100.150,35036,192.168.100.3,22,32,5538,FIN,1529380793.819104,67,3.427324,3.427324,0.0,,,3.427324,3.427324,3.427324,,,,,15,17,1868,3670,9.044957,4.084819,4.668365,1,Theft,Keylogging
1828377,1529380790.391792,e,tcp,192.168.100.150,35040,192.168.100.3,22,31,5472,FIN,1529380793.829838,68,3.438046,3.438046,0.0,,,3.438046,3.438046,3.438046,,,,,14,17,1802,3670,8.725886,3.781218,4.653806,1,Theft,Keylogging
1828378,1529380790.391936,e,tcp,192.168.100.150,35042,192.168.100.3,22,33,5604,FIN,1529380793.820707,69,3.428771,3.428771,0.0,,,3.428771,3.428771,3.428771,,,,,15,18,1868,3736,9.33279,4.083096,4.958045,1,Theft,Keylogging
1828379,1529380790.392007,e,tcp,192.168.100.150,35044,192.168.100.3,22,32,5538,FIN,1529380793.825178,70,3.433171,3.433171,0.0,,,3.433171,3.433171,3.433171,,,,,15,17,1868,3670,9.029553,4.077863,4.660415,1,Theft,Keylogging
1828380,1529380790.392102,e,tcp,192.168.100.150,35046,192.168.100.3,22,31,5472,FIN,1529380793.830473,71,3.438371,3.438371,0.0,,,3.438371,3.438371,3.438371,,,,,14,17,1802,3670,8.725062,3.78086,4.653367,1,Theft,Keylogging
1828381,1529380790.392129,e,tcp,192.168.100.150,35048,192.168.100.3,22,6,434,RST,1529380790.394747,72,0.002618,0.002618,0.0,,,0.002618,0.002618,0.002618,,,,,3,3,228,206,1909.854858,763.941956,763.941956,1,Theft,Keylogging
1828382,1529380790.39221,e,tcp,192.168.100.150,35050,192.168.100.3,22,32,5538,FIN,1529380793.819963,73,3.427753,3.427753,0.0,,,3.427753,3.427753,3.427753,,,,,15,17,1868,3670,9.043825,4.084308,4.667781,1,Theft,Keylogging
1828383,1529380790.392402,e,tcp,192.168.100.150,35052,192.168.100.3,22,32,5538,FIN,1529380793.822042,74,3.42964,3.42964,0.0,,,3.42964,3.42964,3.42964,,,,,14,18,1802,3736,9.03885,3.790485,4.956789,1,Theft,Keylogging
1828384,1529380790.392504,e,tcp,192.168.100.150,35054,192.168.100.3,22,31,5472,FIN,1529380793.824571,75,3.432067,3.432067,0.0,,,3.432067,3.432067,3.432067,,,,,14,17,1802,3670,8.741088,3.787805,4.661914,1,Theft,Keylogging
1828385,1529380790.392638,e,tcp,192.168.100.150,35056,192.168.100.3,22,31,5472,FIN,1529380793.822671,76,3.430033,3.430033,0.0,,,3.430033,3.430033,3.430033,,,,,14,17,1802,3670,8.746272,3.790051,4.664678,1,Theft,Keylogging
1828386,1529380790.392698,e,tcp,192.168.100.150,35058,192.168.100.3,22,6,434,RST,1529380790.488645,77,0.095947,0.095947,0.0,,,0.095947,0.095947,0.095947,,,,,3,3,228,206,52.112106,20.844843,20.844843,1,Theft,Keylogging
1828387,1529380790.392941,e,tcp,192.168.100.150,35060,192.168.100.3,22,31,5472,FIN,1529380793.82386,78,3.430919,3.430919,0.0,,,3.430919,3.430919,3.430919,,,,,14,17,1802,3670,8.744013,3.789072,4.663474,1,Theft,Keylogging
1828388,1529380790.487502,e,tcp,192.168.100.3,54813,192.168.100.149,4433,2,134,RST,1529380790.487678,79,0.000176,0.000176,0.0,,,0.000176,0.000176,0.000176,,,,,1,1,74,60,5681.818359,0.0,0.0,1,Theft,Keylogging
1828389,1529380790.490549,e,tcp,192.168.100.150,35062,192.168.100.3,22,6,434,RST,1529380790.514286,80,0.023737,0.023737,0.0,,,0.023737,0.023737,0.023737,,,,,3,3,228,206,210.641617,84.256645,84.256645,1,Theft,Keylogging
1828390,1529380790.501126,e,tcp,192.168.100.150,35064,192.168.100.3,22,6,434,RST,1529380790.514291,81,0.013165,0.013165,0.0,,,0.013165,0.013165,0.013165,,,,,3,3,228,206,379.794922,151.917969,151.917969,1,Theft,Keylogging
1828391,1529380790.726972,e,tcp,192.168.100.150,35066,192.168.100.3,22,6,434,RST,1529380790.727546,82,0.000574,0.000574,0.0,,,0.000574,0.000574,0.000574,,,,,3,3,228,206,8710.801758,3484.320557,3484.320557,1,Theft,Keylogging
1828392,1529380790.948955,e,tcp,192.168.100.150,35070,192.168.100.3,22,31,5472,FIN,1529380793.823257,84,2.874302,2.874302,0.0,,,2.874302,2.874302,2.874302,,,,,14,17,1802,3670,10.437317,4.522837,5.566569,1,Theft,Keylogging
1828393,1529380791.135828,e,tcp,192.168.100.3,43001,192.168.100.150,4433,2,134,RST,1529380791.135831,85,3e-06,3e-06,0.0,,,3e-06,3e-06,3e-06,,,,,1,1,74,60,333333.3125,0.0,0.0,1,Theft,Keylogging
1828394,1529380745.495768,e,arp,192.168.100.3,,192.168.100.149,,16,960,CON,1529381593.498472,10,848.002686,0.000145,5.6e-05,,,0.00116,8e-05,0.000272,,,,,8,8,480,480,0.017689,0.008255,0.008255,1,Theft,Keylogging
